Date,TempHighF,TempLowF,TempAvgF,DewPointAvgF,HumidityAvgPercent,sealevelpressure,VisibilityAvgMiles,PrecipitationSumInches,Events
8/20/2005,97.7,75.2,85.7,69.8,63.1,1018.1,9.9,0,
8/21/2005,97.9,75.6,86.1,67.8,58.3,1018,9.9,0,
8/22/2005,99.8,74.9,87,68.3,57,1014.4,9.9,0.009,rain
8/23/2005,100.8,76.8,87.8,68.9,56.1,1012,9.9,0,
8/24/2005,97.3,75.2,86.7,69.5,59.8,1013.1,9.9,0,
8/25/2005,98,74.9,86.7,69.8,60.4,1015.7,9.9,0,
8/26/2005,98.9,76.8,87.8,70,59.1,1013.8,9.8,0,
8/27/2005,100.8,77.6,89.1,69.7,55.6,1010.6,9.9,0,
8/28/2005,93.4,74.5,83.3,68.2,61.9,1008.9,9.9,0,
8/29/2005,95.3,76.4,85.3,67.1,56.5,1006.7,9.9,0,
8/30/2005,96.4,72.2,85.1,62.6,50.5,1009,9.9,0,
8/31/2005,100.3,73.8,86.8,63.6,50.5,1011,9.7,0,
9/1/2005,99.1,74,86.6,65.9,55.5,1014.9,9.6,0,
9/2/2005,93.4,74.5,82.6,69.4,65.8,1017.9,9.9,0.015,rain
9/3/2005,93.4,70.5,81.3,67.8,65.8,1019.4,9.2,0,
9/4/2005,93.1,73.5,83,66.4,61,1018.5,7.7,0,
9/5/2005,96.6,69.3,83.3,60.5,49.3,1018.1,9.8,0,
9/6/2005,93.8,69.6,82,64.5,58.4,1019.3,8.5,0,
9/7/2005,92.9,69.8,81.1,59.7,53,1020.4,8.9,0,
9/8/2005,92.7,69.1,80.8,58.2,48.3,1018.7,9.9,0,
9/9/2005,94.6,70.5,82.6,63.1,55.1,1016.6,9.7,0,
9/10/2005,89.9,72.2,79.3,70.2,74.5,1015.7,9,0.04,rain
9/11/2005,76.6,73.4,75.2,72.9,92.7,1017.5,7.6,0.706,rain
9/12/2005,89.4,72.4,78.1,72,83.6,1017.3,7.7,0.465,rain
9/13/2005,93.4,73.6,82,71.5,74,1014.6,9.4,0,
9/14/2005,93.9,74,83.5,70.5,68,1013.6,9.9,0,
9/15/2005,95.8,77.8,85.4,71.9,66.6,1014.4,9.9,0,
9/16/2005,94.8,79.3,83.9,72.9,71.1,1017.6,9.9,0,
9/17/2005,97.3,73.8,84.5,69.7,65,1015.9,9.8,0,
9/18/2005,96.6,75.1,85.2,69.5,63.1,1015.4,9.8,0,
9/19/2005,96.6,74.5,84.6,69.2,63.9,1018.7,9.8,0,
9/20/2005,96.1,71.6,82.9,68.1,64.1,1020.3,8.7,0,
9/21/2005,98.2,73.5,85,64.7,54.5,1016.9,9.9,0,
9/22/2005,99.8,73.5,86.1,61.8,48.5,1011.8,9.7,0,
9/23/2005,97.8,75.9,87.1,62.5,45.3,1008.9,9.8,0,
9/24/2005,98.5,80.7,88.2,64.6,46.5,1004.8,9.9,0,
9/25/2005,106.8,69.9,87.4,61.5,47.4,1009.5,9.9,0,
9/26/2005,106.5,76.1,90,67,53.9,1013.2,8.8,0,
9/27/2005,101.9,75.4,87.9,67.1,52.2,1014.7,9.9,0,
9/28/2005,104.6,73.8,88.6,65.8,51.8,1011.8,9,0,
9/29/2005,86.3,70.8,75.9,61.5,61.4,1017.7,9.9,0,
9/30/2005,87.8,70.5,77.5,64.4,64.5,1015.5,9.8,0,
10/1/2005,94.4,74.5,82.9,67.9,64.3,1014,7.6,0,
10/2/2005,93.7,72.9,81.7,69.3,68.5,1016,9.6,0,
10/3/2005,93.8,76.1,82.5,70.7,70.1,1016.9,9.1,0,
10/4/2005,87.6,74.7,79.6,70.9,75.9,1015.8,9.3,0.108,rain
10/5/2005,93.1,73.1,81.1,68.7,69.2,1014.2,8.4,0.003,rain
10/6/2005,78.8,57.7,72.5,60.3,66.5,1016.5,9.9,0,
10/7/2005,57.7,52.5,54.9,46.9,75,1018.5,9.4,0.106,rain
10/8/2005,80,54.6,65.9,46.3,53.8,1014.4,9.9,0,
10/9/2005,84.4,52.7,68,48.4,52.1,1011,9.9,0,
10/10/2005,70.8,60.6,66.3,61.8,85.7,1011,6,1.112,rain
10/11/2005,74,65.5,68.1,65.3,90.8,1014.7,3.9,0.134,rain
10/12/2005,86.9,63.2,73.7,63.8,74.4,1016.1,6.6,0,
10/13/2005,84.7,67.1,75.2,60.3,62,1018.4,9.2,0,
10/14/2005,86.7,65.7,74.6,56.7,55.8,1021.5,9.8,0,
10/15/2005,85.4,60.3,72.2,53,55.8,1019.6,9.7,0,
10/16/2005,84.4,58.8,71.1,55.1,59.4,1018.4,9.7,0,
10/17/2005,87.2,60.3,72.9,54.7,56.2,1017.8,9.8,0,
10/18/2005,89.2,59.9,74.4,56,56.8,1016,9.7,0,
10/19/2005,89.9,61.7,75.1,60.3,63.9,1014.2,8.9,0,
10/20/2005,89.9,65.9,76.7,61.3,63.9,1012.6,9.4,0,
10/21/2005,84.4,62.5,73.1,50,45.6,1016.2,9.8,0,
10/22/2005,80,56,66.1,49,56.2,1016.5,9.9,0,
10/23/2005,76.6,51.4,61.5,43.5,55.9,1016.9,9.9,0,
10/24/2005,66.2,45.2,53.9,29.3,41.1,1025.9,9.9,0,
10/25/2005,72.8,40.8,54.5,31.1,46.9,1022.9,9.9,0,
10/26/2005,75.8,40.5,58.3,35.6,47.1,1017.9,9.9,0,
10/27/2005,75.7,54.2,63.6,44.2,52.4,1019.9,9.9,0,
10/28/2005,74.2,50,61.2,39.3,47.2,1025.3,9.9,0,
10/29/2005,76.1,50.2,62.6,43.7,52,1025.1,9.9,0,
10/30/2005,81.6,54.9,67.8,56.3,68.8,1023,8.5,0,
10/31/2005,79.5,54.8,65.7,57.9,76.6,1021.4,9.5,0.549,rain
11/1/2005,73.3,46.8,57.8,37,52.6,1026.1,9.9,0,
11/2/2005,78.4,42.8,59.5,34.5,48.3,1025,9.9,0,
11/3/2005,80.2,47,63.5,47.8,60.7,1020.9,9.9,0,
11/4/2005,80.2,58.1,68.5,56.2,67.9,1014.7,9.9,0,
11/5/2005,87.2,63.6,74.3,60.4,65.3,1011.5,9.9,0,
11/6/2005,86.9,65.9,74.8,64.4,72.5,1016.6,9.2,0,
11/7/2005,87.1,71,77,67,73.5,1019.8,9.5,0,
11/8/2005,87.6,70.3,77.4,67.5,73.8,1019.2,9.7,0,
11/9/2005,84.6,71.3,76.4,66.3,72.2,1019.4,9.9,0,
11/10/2005,81.2,60.4,70,48.4,47.5,1022.4,9.9,0,
11/11/2005,81.4,58.4,70.2,57.8,65.7,1018.3,9.6,0,
11/12/2005,80.5,70.3,74.4,65.7,74.8,1013.6,9.9,0,
11/13/2005,86.3,70.3,77,65.5,69.4,1017.8,9.9,0,
11/14/2005,83.2,65.8,74,61.1,65.3,1015.6,9.8,0,
11/15/2005,77.4,52.3,67.1,49.4,57.5,1016.3,9.9,0,
11/16/2005,57.4,39.8,48,15.7,28.2,1033.2,9.9,0,
11/17/2005,60.4,30,46.4,18.8,38.2,1031.6,9.9,0,
11/18/2005,59.3,47.2,52.6,26,36,1028.3,9.9,0,
11/19/2005,67.8,49.8,55.6,31.8,41.2,1021.5,9.9,0,
11/20/2005,66.4,47.5,55.7,32.6,43.8,1023.2,9.9,0,
11/21/2005,68.6,37.7,52.1,30.9,48.5,1022,9.9,0,
11/22/2005,76.6,44.4,57.4,32.2,42.6,1020.5,9.9,0,
11/23/2005,86.3,44,63,30.5,35.5,1015.1,9.9,0,
11/24/2005,81.4,47,63.8,37.5,40.9,1011.9,9.9,0,
11/25/2005,79.1,55.7,67.1,58.2,75.3,1014.2,7.1,0,
11/26/2005,71.2,58.1,63.1,58.2,85.2,1010.1,8.6,0.487,rain
11/27/2005,84.7,58.6,68.5,50.2,61.5,1001.1,7.8,0.009,rain
11/28/2005,63.6,42.1,53.9,19.5,28.2,1011,9.9,0,
11/29/2005,59.4,33.8,46.4,25.3,46.6,1021,9.9,0,
11/30/2005,72.4,34.7,53.6,38.9,60.2,1017.5,9.9,0,
12/1/2005,63.2,43.5,54.7,30.4,44,1020.7,9.9,0,
12/2/2005,73.3,36.5,54,39.6,59,1016.6,9.9,0,
12/3/2005,81.2,60.4,68.9,59.4,73.7,1010.6,8.9,0,
12/4/2005,71.2,44.5,54.8,36.6,51.2,1015.9,9.7,0.005,rain
12/5/2005,54.4,32.9,43.3,22.1,44.8,1024.6,9.9,0,
12/6/2005,60.2,26.5,43.6,24.7,52.5,1022.6,9.9,0,
12/7/2005,51.6,25.8,38.6,33.1,81.3,1023.8,6.9,0.096,rain
12/8/2005,35,23.6,28.1,18.4,67.6,1031.7,9.4,0.009,rain
12/9/2005,42.9,27.6,35.1,16.8,47.9,1030,9.9,0,
12/10/2005,71,41.4,52.3,30,43,1021.6,9.9,0,
12/11/2005,63.4,39.5,50.6,26.1,41.2,1023.4,9.9,0,
12/12/2005,70.5,44.4,55.4,30.9,41.9,1020,9.9,0,
12/13/2005,70.5,40.7,56.9,45.4,65.9,1016.6,9.9,0,
12/14/2005,67.4,45.4,58.6,49.5,72.8,1012.8,9.9,0,
12/15/2005,57.2,38,47.6,21.1,38,1020.7,9.9,0,
12/16/2005,48.4,38.2,43.6,25.5,49.9,1021,9.9,0,
12/17/2005,48.2,39.1,43.8,35,71.1,1023.9,9.9,0.012,rain
12/18/2005,54.4,39.9,47.3,37.8,70.4,1031,9.9,0,
12/19/2005,56.5,36.7,47.3,30.3,53.5,1031.3,9.8,0,
12/20/2005,52.1,45.7,48.5,33,55,1027.8,9.9,0,
12/21/2005,56,34.1,45.1,32.6,63.1,1028.6,8.9,0,
12/22/2005,64.1,32.9,47.2,34.6,64.3,1024.7,8.7,0,
12/23/2005,72.2,37.7,55.8,42.3,63.5,1015.4,9.6,0,
12/24/2005,72.4,50.4,61.2,33.3,42.1,1014.8,9.8,0,
12/25/2005,74.3,46.8,56.8,24.3,30.4,1017.9,9.9,0,
12/26/2005,79.5,40.5,60.4,34.9,41.1,1015.8,9.9,0,
12/27/2005,75.4,54.5,63.5,51.4,67.7,1012.1,9.2,0,
12/28/2005,72.4,46.6,59.4,31,35.5,1013.5,9.9,0,
12/29/2005,73.3,41,57.4,36.8,50.7,1010.8,9.9,0,
12/30/2005,74,45.6,62.2,41.7,54.7,1010.6,9.2,0,
12/31/2005,77.1,36.7,56.8,38,52.9,1011.3,9.9,0,
1/1/2006,83.7,63.1,71.3,55.5,62.7,1007,7.6,0,
1/2/2006,78.6,51,64.4,24.1,22.8,1014.8,9.9,0,
1/3/2006,85.1,42.1,62.1,33.9,39.1,1017.3,9.9,0,
1/4/2006,76.1,49.8,61.5,34.9,41.9,1019.3,9.5,0,
1/5/2006,68.7,49,57.4,26.1,31.9,1025.8,9.9,0,
1/6/2006,65.3,41.5,51.5,20.7,31.9,1027.2,9.9,0,
1/7/2006,78.8,34.1,57.2,22.3,31,1019.3,9.9,0,
1/8/2006,77.6,51.8,62.7,38.9,44.1,1013.9,9.9,0.129,rain
1/9/2006,79.2,53.6,64.6,49.9,63.1,1017.7,9.7,0,
1/10/2006,62.9,39.6,49.9,27.3,43.3,1025.2,9.9,0,
1/11/2006,73.3,35,53.1,29.8,44.7,1018.6,9.9,0,
1/12/2006,75.1,52.1,65.3,55.7,72.3,1011.7,9.9,0,
1/13/2006,65.5,44.5,56.4,24.6,33.1,1023.3,9.9,0,
1/14/2006,68,36.3,51.8,16.1,28,1025.7,9.9,0,
1/15/2006,71.6,49,61.1,42.5,51.1,1014.9,9.9,0,
1/16/2006,66.9,53.7,61.9,51.9,70.9,1006.9,9.9,0.022,rain
1/17/2006,59.5,38.6,50.8,22.4,35.1,1018.7,9.9,0,
1/18/2006,71.7,35.6,54.4,22.5,33.9,1021.2,9.9,0,
1/19/2006,75.1,53.9,63.5,49.4,62.4,1016.2,9.9,0,
1/20/2006,78,51.9,64.4,48.6,59.6,1015.6,9.9,0,
1/21/2006,60.3,43.5,52.5,29.3,42.2,1023.9,9.9,0,
1/22/2006,49.1,46.6,47.8,44.9,89.4,1020.5,6.8,0.43,rain
1/23/2006,63.4,42.6,51.6,39.4,65.2,1023.3,9.9,0,
1/24/2006,70.7,37,51.5,31.8,53.4,1026.4,9.9,0,
1/25/2006,70.7,40.4,55.4,30.6,43.1,1030.5,9.9,0,
1/26/2006,62.4,49.8,55.1,33.5,45,1028.4,9.9,0,
1/27/2006,70.1,50.7,58.4,49.8,73.6,1023.9,9.6,0,
1/28/2006,69.8,54,63.6,58.5,83.8,1015.5,8.2,1.043,rain
1/29/2006,79.8,39.2,60.1,32.8,43.3,1013.1,9.8,0,
1/30/2006,70,43.6,58.1,26,31.7,1016.5,9.9,0,
1/31/2006,73.5,36.3,55.4,33.1,48.5,1016.7,9.9,0,
2/1/2006,66.1,56.2,60.2,56.2,86.9,1007.6,6.1,0.118,rain
2/2/2006,75.8,49.1,60.6,42.8,60.2,1004.2,7.6,0.002,rain
2/3/2006,64.6,45.9,56.2,38.1,52.1,1010.5,9.9,0,
2/4/2006,70.5,40.2,53.6,25.7,39.2,1019.8,9.9,0,
2/5/2006,79.5,37.5,58.1,37.7,49.6,1012.4,9.9,0,
2/6/2006,64.8,45.9,56.3,29.1,38.2,1021.1,9.9,0,
2/7/2006,65.4,36.6,50.2,24.1,40.3,1028.1,9.9,0,
2/8/2006,72.1,39.8,55,23.9,34,1024.1,9.9,0,
2/9/2006,71.2,42.4,57,36.6,48.8,1022.2,9.9,0,
2/10/2006,60.1,46.3,54.1,46.4,76.2,1017.5,8.1,0.197,rain
2/11/2006,52.3,36,44,16,35.6,1029.9,9.9,0,
2/12/2006,66.4,28,46.7,13,31.1,1029.1,9.9,0,
2/13/2006,65,31.3,49.2,16.9,30.7,1026.7,9.9,0,
2/14/2006,76.1,36.6,56.8,36.5,50.4,1016.9,9.9,0,
2/15/2006,78.4,56.9,65.8,56,72.5,1013.3,9.9,0,
2/16/2006,82.3,67.1,72.4,59.9,66.3,1012.8,9.9,0,
2/17/2006,69.1,41.3,45.8,29.8,53.7,1025.1,9.8,0.033,rain
2/18/2006,40.3,29.2,34.8,28.2,76.9,1028.9,8.7,0.012,rain
2/19/2006,36.2,28.3,32,28.2,85.8,1027.6,6.2,0,
2/20/2006,43,34.3,39.3,36.5,90,1021.6,3,0.003,rain
2/21/2006,54.4,42.4,47.9,46.1,93.8,1016,2.3,0.011,rain
2/22/2006,69.2,52.5,58.8,55.8,90.4,1012.7,3.3,0.003,rain
2/23/2006,69.4,46.3,55.8,39.3,57.9,1021.3,8.9,0,
2/24/2006,60.1,48.1,54,40.6,60.8,1020.7,9.9,0,
2/25/2006,60.2,53,55.2,51.8,88.7,1019.7,5.9,0.542,rain
2/26/2006,66.6,46.7,55.3,42.2,64.3,1030.2,9.5,0.009,rain
2/27/2006,75.1,40.9,58.5,44,62.6,1022.3,8.9,0,
2/28/2006,82.3,52.1,67.5,53.3,63.3,1015.9,9.9,0,
3/1/2006,87.2,57.3,70.4,55.8,64.7,1013.5,9.4,0,
3/2/2006,86.3,56.2,71.2,56.3,63.2,1014.5,9.5,0,
3/3/2006,76.6,62.1,68.3,51.1,55.4,1021.1,9.9,0,
3/4/2006,74.2,51.7,64.4,49.1,58.8,1021.7,9.7,0,
3/5/2006,79.2,64.1,70.5,60.3,71.6,1021.2,8.4,0,
3/6/2006,80.8,64.7,71,60.9,71.9,1021.4,9.1,0,
3/7/2006,79.4,64.2,70.7,60.7,72.1,1017.2,9.1,0,
3/8/2006,86.3,65.9,73.4,60,65.4,1007.2,9.9,0,
3/9/2006,78.8,53.8,68.8,36.9,38.7,1002.5,9.8,0.24,rain
3/10/2006,91.3,48.7,68.7,45.4,46.1,1003.7,9.8,0,
3/11/2006,88.2,69.2,76.5,63.6,66.3,1007.2,9.1,0,
3/12/2006,88,71,76.9,65,68.1,1008.8,9.2,0,
3/13/2006,77.5,59.8,68.9,30.3,32,1014.7,9.3,0.012,rain
3/14/2006,71.5,49.2,59.7,25.7,29,1023.8,9.9,0,
3/15/2006,77.3,47.9,62.5,40.6,45.9,1021.6,9.9,0.009,rain
3/16/2006,79.3,61.1,68.5,60.9,78.4,1018.2,5.9,0.01,rain
3/17/2006,66.4,60.6,64.1,37.8,38.9,1020.6,9.9,0,
3/18/2006,68.3,57.3,63.3,55.5,77.2,1014.1,6.5,0.2,rain
3/19/2006,75.3,57.1,65.5,61.3,86.6,1007.1,4.6,0.145,rain
3/20/2006,77.3,56.1,65.2,41.9,52.7,1005.4,9,2.667,rain
3/21/2006,67.4,44.1,55.3,29.6,38.6,1018.1,9.9,0,
3/22/2006,56.4,41.3,49.8,35.9,59.1,1022.4,9.9,0,
3/23/2006,54.4,41.3,46.2,33.5,63,1029.4,8.6,0.145,rain
3/24/2006,61.9,33.9,47.3,27,48.7,1029.4,9.9,0,
3/25/2006,70.4,34.2,53.4,29.5,46.5,1023.9,9.9,0,
3/26/2006,75.1,39.8,59.4,41.8,53.9,1019.2,9.9,0,
3/27/2006,67.4,62.2,64.7,58.7,81.3,1018.9,7.2,0.095,rain
3/28/2006,65.8,57.9,62.3,58.9,88.8,1020.8,7.1,2.843,rain
3/29/2006,79,56.2,66,59.1,79.9,1017.8,7.7,0.012,rain
3/30/2006,82.1,66.1,72.7,61.9,70.6,1013.6,9.9,0,
3/31/2006,82.1,69.4,74.3,65,73.6,1016.3,9.1,0,
4/1/2006,87.1,71.4,76.9,65,68.9,1015.4,8.5,0,
4/2/2006,89.1,69.1,78.1,64.6,65.9,1014.2,8.4,0,
4/3/2006,84,65.3,74.5,59.8,63.4,1018.3,8.9,0,
4/4/2006,86.3,65,74.5,54.7,50.4,1018.9,9.9,0,
4/5/2006,86.1,69.1,75.5,60.8,62.6,1013.1,9.9,0,
4/6/2006,87.4,68.3,75.6,62.4,65.7,1006,9.8,0.002,rain
4/7/2006,93.4,70.9,79.5,46.2,45.3,1006.4,8.6,0,
4/8/2006,75.2,53.8,64.9,40.4,41.4,1018.3,9.9,0,
4/9/2006,81.1,50.8,66.1,44.2,50,1019.4,9.9,0,
4/10/2006,82.6,54.8,68.9,48.9,54.3,1017,9.2,0,
4/11/2006,82.7,59.2,70.3,54.7,60.2,1018.1,9.8,0,
4/12/2006,83.7,65.7,72.7,60.9,68.1,1021.8,9.8,0,
4/13/2006,87.1,67.8,75.7,59.4,60.5,1021.7,9.9,0,
4/14/2006,88.3,59.5,73.5,56.7,59.8,1016.1,9.9,0,
4/15/2006,90.2,69.2,77,60.7,59.7,1009.4,9.9,0,
4/16/2006,95.1,67.6,79.6,63.7,61.4,1007.9,9.9,0,
4/17/2006,98.2,72.3,82.8,65.2,60,1007.5,9.3,0,
4/18/2006,97.9,70.2,80.6,65.2,64.1,1007,9.2,0.111,rain
4/19/2006,90.4,70,79.7,66.2,65.6,1009.1,9.5,0,
4/20/2006,77.1,65.4,71.6,62.9,74.7,1011.2,8.7,0.541,rain
4/21/2006,83,63.1,70.6,60.6,73.3,1014.7,9.3,1.211,rain
4/22/2006,86.8,60.1,73.7,59.3,64.5,1016.9,9.9,0,
4/23/2006,86.3,67.8,76.4,65.2,70.2,1014.9,8.9,0,
4/24/2006,83.3,71,76,67.7,76.1,1011.3,9.4,0,
4/25/2006,79.2,62.5,72.9,62.9,71.8,1012,8.5,0,
4/26/2006,74.9,59.1,65.3,48.8,56,1017.5,9.9,0.12,rain
4/27/2006,77.5,55.8,66.1,54.5,67.7,1017.3,9.2,0,
4/28/2006,87.3,66,74.4,64.9,74,1010.2,7,0.025,rain
4/29/2006,80.5,61.9,71.3,55.9,62.8,1009.2,9,0.831,rain
4/30/2006,88.1,51.9,72.2,46.5,47.5,1014.1,9.9,0,
5/1/2006,89.5,60.8,75.6,60.6,62.2,1014.1,9.7,0,
5/2/2006,88.2,70.2,76.9,67.6,74,1014.9,8.9,0.176,rain
5/3/2006,89.2,70.8,78.6,65.5,66.6,1014.3,9.3,0.016,rain
5/4/2006,86.6,64,77.9,66.9,70.1,1013.6,8.5,1.975,rain
5/5/2006,85.1,64.9,75.1,61.5,64.7,1013,9.6,0.435,rain
5/6/2006,81.1,62.3,71,64.5,80.9,1010,9,1.969,rain
5/7/2006,80.4,67.3,72.4,65.6,79.9,1012.5,6,0,
5/8/2006,83.5,61.3,72.8,65.9,80,1010.6,8,0.396,rain
5/9/2006,92.3,75.1,82.1,72.6,74.3,1006.4,5.6,0,
5/10/2006,88.5,70.2,80.7,67.1,65.4,1008.4,7.1,0,
5/11/2006,82.1,56.8,69.8,43.3,42.9,1020.1,9.9,0,
5/12/2006,85.1,52.5,70.2,46,47.4,1015.9,9.9,0,
5/13/2006,89.7,63.4,76.8,61,60.5,1011.4,9.9,0,
5/14/2006,80.4,65.9,73.8,66.5,78.2,1012.6,9.9,0.017,rain
5/15/2006,79.4,65,70.6,51.9,54.8,1020.4,9.8,0,
5/16/2006,84.9,54.8,71,47.2,47.1,1019,9.9,0,
5/17/2006,87.8,56.4,72.9,48,46.2,1016,9.9,0,
5/18/2006,92,56.2,75.2,50.5,46.9,1014.5,9.9,0,
5/19/2006,95.3,66.3,80.3,57,48.5,1012.7,9.9,0,
5/20/2006,92.2,67.1,79.4,62.3,59.1,1012.7,9.7,0,
5/21/2006,90.2,65.5,78.3,60.8,59,1012.8,9.8,0,
5/22/2006,90.4,70.7,80.2,63.9,60.8,1014.3,9.2,0,
5/23/2006,91.3,70.7,80.8,65.3,62,1015.9,9.7,0,
5/24/2006,91.8,73.3,81.4,66.5,63.2,1015.6,9.9,0,
5/25/2006,93.4,75.1,82.7,66.8,61,1013.2,9.9,0,
5/26/2006,93.4,74,82.5,66,60.1,1010.4,9.9,0,
5/27/2006,95.3,74.3,83,67,61.2,1009.6,9.9,0,
5/28/2006,88.1,68.8,78.9,66.1,66.5,1012,9.9,0.051,rain
5/29/2006,90.6,72.4,77.1,66.8,71.2,1014.1,9.9,0.002,rain
5/30/2006,88.5,70.7,77.9,66.1,68.8,1015.1,9.9,0,
5/31/2006,77.7,68.4,73.1,65.5,77.5,1017.1,9.7,0.083,rain
6/1/2006,78.6,69.4,72.1,67.3,85,1017.7,4.9,0.433,rain
6/2/2006,89.6,66.8,77.9,64.9,67.6,1016.7,7.4,0.002,rain
6/3/2006,92.2,68.4,80.5,62.9,59.5,1015.3,8.3,0,
6/4/2006,94.7,70,82.9,64.3,56.8,1012.8,9.7,0,
6/5/2006,93.8,70.1,82.5,64.2,56.7,1012.6,9.7,0,
6/6/2006,95.1,69.3,82.3,63,55.8,1013.1,8.9,0,
6/7/2006,96.4,70.8,83.5,66,59,1013.8,9.4,0,
6/8/2006,96.8,71.5,84.5,63.9,52.9,1015,9.8,0,
6/9/2006,94.8,71.9,84.9,62.6,49.6,1014.3,9.9,0,
6/10/2006,95.9,71,84.3,59.8,46.7,1010.9,9.8,0,
6/11/2006,95.1,71.5,83.6,65.3,57.9,1009.9,8.9,0,
6/12/2006,97,73.4,84.4,62.3,52.4,1013.6,9.8,0,
6/13/2006,101,73.5,87.8,58,38.8,1014.8,9.9,0,
6/14/2006,96.1,77.1,86,59,42.8,1014.7,9.2,0,
6/15/2006,96.8,75.2,85,66.3,57.1,1013.4,9.2,0,
6/16/2006,93.6,77,84.1,69.9,64.4,1011.8,9.1,0,
6/17/2006,89.9,69.7,80.6,70.8,73.3,1012.5,8.8,1.299,rain
6/18/2006,93.6,68,80.3,66.9,67.3,1014.9,9.4,0.716,rain
6/19/2006,92.9,70.8,81.9,68.2,65.7,1015.2,9.8,0.063,rain
6/20/2006,86.3,74,77.9,70,77.4,1015.3,9.6,0.208,rain
6/21/2006,88.3,74.9,80.5,70.3,72.3,1015.7,9.7,0.174,rain
6/22/2006,92.2,75.8,82.6,70.9,69.4,1018,9.9,0.004,rain
6/23/2006,93.2,72.9,83.5,69.6,66.2,1018,9.2,0,
6/24/2006,87.2,72.3,80,70.3,73.4,1017.7,9.5,0.165,rain
6/25/2006,93.8,71.9,83.3,66.3,60.9,1017.1,9.9,0,
6/26/2006,91.4,73.1,82.7,56.6,41.9,1017.2,9.9,0,
6/27/2006,89.7,63.5,78.4,52.6,43.5,1019.4,9.9,0,
6/28/2006,91.1,64.7,79.1,53.8,44.7,1020.8,9.9,0,
6/29/2006,92,69.8,81.4,60.4,51.9,1020.5,9.8,0,
6/30/2006,92.4,73.1,82.3,65.2,59.2,1018.2,9.7,0,
7/1/2006,88,73.1,77.9,67.4,71.1,1019,9.9,0,
7/2/2006,86.8,71.4,76.2,69.3,80,1020,8.8,0.224,rain
7/3/2006,90.8,72.4,80.1,69.6,73,1018.7,9.4,0.029,rain
7/4/2006,89.9,73.8,78.8,71.1,78.2,1016.7,9.3,0.209,rain
7/5/2006,89.8,71.4,79.4,70.4,75.9,1015.2,8.3,0.115,rain
7/6/2006,91.2,74.6,81.9,70.2,69.6,1017.2,9.3,0.113,rain
7/7/2006,89.9,74.2,81.1,68.4,68.2,1019.5,8.4,0.009,rain
7/8/2006,92.4,75.8,82.8,70.1,66.9,1018.3,9.6,0.004,rain
7/9/2006,94.3,74.7,83.2,70.9,68.3,1015.7,9.9,0,
7/10/2006,96,76.8,85,69.8,63.4,1014.5,9.9,0,
7/11/2006,98.1,77.1,85.8,69.8,62,1015.8,9.6,0,
7/12/2006,97.5,74.7,85.5,69.1,61.5,1016.8,9.7,0,
7/13/2006,96.8,76.6,85.9,70,61.8,1016.1,9.9,0,
7/14/2006,96.1,75.8,84.7,69.4,62.6,1016.6,9.9,0,
7/15/2006,97.4,75.1,86.1,67.1,56.7,1019,9.9,0,
7/16/2006,98.6,74.8,87.5,67.3,54.4,1018.2,9.9,0,
7/17/2006,100.5,77.1,89.1,67.6,52.5,1015.9,9.9,0,
7/18/2006,102.3,76.5,89.4,65.8,49.1,1015.3,9.9,0,
7/19/2006,98.4,74.9,86.9,67.2,54.9,1016,9.9,0,
7/20/2006,96.3,76.8,85.1,67.9,59,1017.4,9.9,0.002,rain
7/21/2006,98.3,74,86.4,67.3,56.7,1016.5,9.9,0,
7/22/2006,98.6,75.2,84.5,68.4,60.6,1014.9,9.9,0.076,rain
7/23/2006,97.7,74.9,86.1,61,48.6,1013.5,9.9,0,
7/24/2006,98.6,72.6,84.5,67.4,59.7,1013.3,9.9,0,
7/25/2006,92.8,75.3,82.3,68.8,65.8,1013.7,9.9,0,
7/26/2006,91.1,74.9,81.7,70,69.3,1011.9,9.8,0.009,rain
7/27/2006,93.8,74.5,83.6,70.2,66.2,1013,9.9,0,
7/28/2006,97.5,78.1,86.4,68.9,59.1,1016.8,9.9,0,
7/29/2006,99.5,76.8,87,69.8,60.5,1017.6,9.8,0,
7/30/2006,98.6,75.8,86.4,68.4,59.2,1014.7,9.9,0,
7/31/2006,98.6,77.6,86.7,68.7,58.5,1012.8,9.9,0,
8/1/2006,99.5,78.4,86.6,68.6,58.4,1014.9,9.9,0,
8/2/2006,97.2,76.6,85.2,70.5,64,1016.1,9.1,0,
8/3/2006,99.8,77.1,87,68.3,58.4,1016,9.8,0,
8/4/2006,99.6,75.4,86.4,68.8,59.5,1016.5,9.8,0,
8/5/2006,98.8,74,86.7,66.8,55.4,1015,9.9,0,
8/6/2006,97.8,75.1,83.7,69.2,64.6,1015.6,9.9,0.011,rain
8/7/2006,94.3,75.1,83.1,70,66.5,1018.2,9.9,0,
8/8/2006,97.7,74.8,85.3,68.6,61.3,1019.5,9.8,0,
8/9/2006,99.5,75.2,87.6,68.4,57.5,1017.9,9.8,0,
8/10/2006,100.2,74.9,87.8,67.7,55.8,1015,9.9,0,
8/11/2006,100.5,77.1,88,68.3,56.3,1011.8,9.9,0,
8/12/2006,100.8,75.6,87,68.6,58.5,1012,9.9,0,
8/13/2006,100.2,76.8,87.3,69.1,58.2,1014.1,9.9,0,
8/14/2006,100,78.9,87.5,68.6,57.3,1016,9.9,0,
